CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
대리점거래의 공정화에 관한 법률 일부개정법률안,2020.7.23.,공정거래위원회,성장동력,,,,
대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2020.7.23.,국토교통부,교통/건축/국토,,,,
녹색건축물 조성 지원법 일부개정법률안,2020.7.23.,국토교통부,교통/건축/국토,,,,
국민체육진흥법 일부개정법률안,2020.7.23.,문화체육관광부,문화/예술/체육/언론,,,,
상가건물 임대차보호법 일부개정법률안,2020.7.23.,법무부,정치개혁,,,,
사회적기업 육성법 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
가족관계의 등록 등에 관한 법률 일부개정법률안,2020.7.23.,법무부,정치개혁,,,,
금융실명거래 및 비밀보장에 관한 법률 일부개정법률안,2020.7.23.,금융위원회,경제민주화,,,,
민법 일부개정법률안,2020.7.23.,법무부,정치개혁,,,,
상표법 일부개정법률안,2020.7.23.,특허청,기타,,,,
초지법 일부개정법률안,2020.7.23.,농림축산식품부,농산어촌,,,,
발명진흥법 일부개정법률안,2020.7.23.,특허청,기타,,,,
형사소송법 일부개정법률안,2020.7.23.,법무부,정치개혁,,,,
공유수면 관리 및 매립에 관한 법률 일부개정법률안,2020.7.23.,해양수산부,농산어촌,,,,
지방소멸위기지역 지원을 위한 특별법안,2020.7.23.,행정안전부,행정,,,,
근로자퇴직급여 보장법 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
근로복지기본법 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
도로교통법 일부개정법률안,2020.7.23.,경찰청,행정,,,,
공직자윤리법 일부개정법률안,2020.7.23.,인사혁신처,행정,,,,
주택법 일부개정법률안,2020.7.23.,국토교통부,교통/건축/국토,,,,
스마트 건설기술 활용 촉진을 위한 특별법안,2020.7.23.,국토교통부,교통/건축/국토,,,,
가맹사업거래의 공정화에 관한 법률 일부개정법률안,2020.7.23.,공정거래위원회,성장동력,,,,
국회법 일부개정법률안,2020.7.23.,법제처,정치개혁,,,,
고향사랑 기부금에 관한 법률안,2020.7.23.,행정안전부,행정,,,,
약사법 일부개정법률안,2020.7.23.,보건복지부,보건복지,,,,
국민체육진흥법 일부개정법률안,2020.7.23.,문화체육관광부,문화/예술/체육/언론,,,,
경범죄 처벌법 일부개정법률안,2020.7.23.,경찰청,행정,,,,
5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안,2020.7.23.,행정안전부,행정,,,,
지방세법 일부개정법률안,2020.7.23.,행정안전부,행정,,,,
고용보험법 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
악취방지법 일부개정법률안,2020.7.23.,환경부,안전/환경,,,,
소득세법 일부개정법률안,2020.7.23.,기획재정부,행정,,,,
국가재정법 일부개정법률안,2020.7.23.,기획재정부,행정,,,,
도로교통법 일부개정법률안,2020.7.23.,경찰청,행정,,,,
교육공무원법 일부개정법률안,2020.7.23.,교육부,육아/교육,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2020.7.23.,법제처,정치개혁,,,,
국세기본법 일부개정법률안,2020.7.23.,기획재정부,행정,,,,
법인세법 일부개정법률안,2020.7.23.,기획재정부,행정,,,,
근로기준법 일부개정법률안,2020.7.23.,고용노동부,일자리,,,,
장애인복지법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,2020.7.22.,여성가족부,인권/성평등,,,,
식품위생법 일부개정법률안,2020.7.22.,식품의약품안전처,안전/환경,,,,
유아교육법 일부개정법률안,2020.7.22.,교육부,육아/교육,,,,
약사법 일부개정법률안,2020.7.22.,식품의약품안전처,안전/환경,,,,
약사법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
세무사법 일부개정법률안,2020.7.22.,기획재정부,행정,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2020.7.22.,방송통신위원회,문화/예술/체육/언론,,,,
의료법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
공직선거법 일부개정법률안,2020.7.22.,중앙선거관리위원회,정치개혁,,,,
세무사법 일부개정법률안,2020.7.22.,기획재정부,행정,,,,
형법 일부개정법률안,2020.7.22.,법무부,정치개혁,,,,
도로교통법 일부개정법률안,2020.7.22.,경찰청,행정,,,,
청소년 보호법 일부개정법률안,2020.7.22.,여성가족부,인권/성평등,,,,
정부조직법 일부개정법률안,2020.7.22.,행정안전부,행정,,,,
농어업재해보험법 일부개정법률안,2020.7.22.,농림축산식품부,농산어촌,,,,
소득세법 일부개정법률안,2020.7.22.,기획재정부,행정,,,,
산업교육진흥 및 산학연협력촉진에 관한 법률 일부개정법률안,2020.7.22.,교육부,육아/교육,,,,
의료법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
국민건강보험법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
변호사법 일부개정법률안,2020.7.22.,법무부,정치개혁,,,,
항공안전법 일부개정법률안,2020.7.22.,국토교통부,교통/건축/국토,,,,
대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2020.7.22.,국토교통부,교통/건축/국토,,,,
군인연금법 일부개정법률안,2020.7.22.,국방부,외교/통일/국방,,,,
형법 일부개정법률안,2020.7.22.,법무부,정치개혁,,,,
담배사업법 일부개정법률안,2020.7.22.,기획재정부,행정,,,,
수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,2020.7.22.,해양수산부,농산어촌,,,,
공직자윤리법 일부개정법률안,2020.7.22.,인사혁신처,행정,,,,
도시재생 활성화 및 지원에 관한 특별법 일부개정법률안,2020.7.22.,국토교통부,교통/건축/국토,,,,
지방자치법 일부개정법률안,2020.7.22.,행정안전부,행정,,,,
의료법 일부개정법률안,2020.7.22.,보건복지부,보건복지,,,,
공공주택 특별법 일부개정법률안,2020.7.22.,국토교통부,교통/건축/국토,,,,
보조금 관리에 관한 법률 일부개정법률안,2020.7.22.,기획재정부,행정,,,,
군인사법 일부개정법률안,2020.7.22.,국방부,외교/통일/국방,,,,
군인 재해보상법 일부개정법률안,2020.7.22.,국방부,외교/통일/국방,,,,
신용보증기금법 일부개정법률안,2020.7.22.,금융위원회,경제민주화,,,,
사립학교법 일부개정법률안,2020.7.21.,교육부,육아/교육,,,,
고등교육법 일부개정법률안,2020.7.21.,교육부,육아/교육,,,,
근로기준법 일부개정법률안,2020.7.21.,고용노동부,일자리,,,,
지방교육자치에 관한 법률 일부개정법률안,2020.7.21.,교육부,육아/교육,,,,
자연재해대책법 일부개정법률안,2020.7.21.,행정안전부,행정,,,,
국회법 일부개정법률안,2020.7.21.,법제처,정치개혁,,,,
소득세법 일부개정법률안,2020.7.21.,기획재정부,행정,,,,
재난 및 안전관리 기본법 일부개정법률안,2020.7.21.,행정안전부,행정,,,,
하도급거래 공정화에 관한 법률 일부개정법률안,2020.7.21.,공정거래위원회,성장동력,,,,
국민체육진흥법 일부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
산업안전보건법 일부개정법률안,2020.7.21.,고용노동부,일자리,,,,
대리점거래의 공정화에 관한 법률 일부개정법률안,2020.7.21.,공정거래위원회,성장동력,,,,
대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,2020.7.21.,공정거래위원회,성장동력,,,,
가맹사업거래의 공정화에 관한 법률 일부개정법률안,2020.7.21.,공정거래위원회,성장동력,,,,
법인세법 일부개정법률안,2020.7.21.,기획재정부,행정,,,,
국민체육진흥법 일부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
특정범죄 가중처벌 등에 관한 법률 일부개정법률안,2020.7.21.,법무부,정치개혁,,,,
근로자의 날 제정에 관한 법률 전부개정법률안,2020.7.21.,고용노동부,일자리,,,,
학교체육 진흥법 일부개정법률안,2020.7.21.,교육부,육아/교육,,,,
전통시장 및 상점가 육성을 위한 특별법 일부개정법률안,2020.7.21.,중소벤처기업부,일자리,,,,
가맹사업 진흥에 관한 법률 일부개정법률안,2020.7.21.,산업통상자원부,성장동력,,,,
장애인복지법 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
한국산업은행법 일부개정법률안,2020.7.21.,금융위원회,경제민주화,,,,
도시교통정비 촉진법 일부개정법률안,2020.7.21.,국토교통부,교통/건축/국토,,,,
장애물 없는 생활환경 인증에 관한 법률안,2020.7.21.,보건복지부,보건복지,,,,
뇌연구 촉진법 일부개정법률안,2020.7.21.,과학기술정보통신부,성장동력,,,,
교통약자의 이동편의 증진법 일부개정법률안,2020.7.21.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2020.7.21.,기획재정부,행정,,,,
산업재해보상보험법 일부개정법률안,2020.7.21.,고용노동부,일자리,,,,
국회법 일부개정법률안,2020.7.21.,법제처,정치개혁,,,,
의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
참전유공자 예우 및 단체설립에 관한 법률 일부개정법률안,2020.7.21.,국가보훈처,보건복지,,,,
장애인·노인·임산부 등의 편의증진 보장에 관한 법률 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
소방기본법 일부개정법률안,2020.7.21.,소방청,안전/환경,,,,
행정소송법 일부개정법률안,2020.7.21.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.21.,기획재정부,행정,,,,
장사 등에 관한 법률 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
자율방범대 설치 및 지원에 관한 법률안,2020.7.21.,경찰청,행정,,,,
약사법 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
도서관법 전부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
공직자윤리법 일부개정법률안,2020.7.21.,인사혁신처,행정,,,,
관광진흥법 일부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
공연법 일부개정법률안,2020.7.21.,문화체육관광부,문화/예술/체육/언론,,,,
학교보건법 일부개정법률안,2020.7.21.,교육부,육아/교육,,,,
국민연금법 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
중소기업 인력지원 특별법 일부개정법률안,2020.7.21.,중소벤처기업부,일자리,,,,
폐기물관리법 일부개정법률안,2020.7.21.,환경부,안전/환경,,,,
지방세특례제한법 일부개정법률안,2020.7.21.,행정안전부,행정,,,,
아동복지법 일부개정법률안,2020.7.21.,보건복지부,보건복지,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.21.,법무부,정치개혁,,,,
도시공원 및 녹지 등에 관한 법률 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
벤처투자 촉진에 관한 법률 일부개정법률안,2020.7.20.,중소벤처기업부,일자리,,,,
근로기준법 일부개정법률안,2020.7.20.,고용노동부,일자리,,,,
산업안전보건법 일부개정법률안,2020.7.20.,고용노동부,일자리,,,,
국민체육진흥법 일부개정법률안,2020.7.20.,문화체육관광부,문화/예술/체육/언론,,,,
독점규제 및 공정거래에 관한 법률 일부개정법률안,2020.7.20.,공정거래위원회,성장동력,,,,
사립학교법 일부개정법률안,2020.7.20.,교육부,육아/교육,,,,
국민연금법 일부개정법률안,2020.7.20.,보건복지부,보건복지,,,,
유통산업발전법 일부개정법률안,2020.7.20.,산업통상자원부,성장동력,,,,
중소기업 인력지원 특별법 일부개정법률안,2020.7.20.,중소벤처기업부,일자리,,,,
공공건축특별법안,2020.7.20.,국토교통부,교통/건축/국토,,,,
산업안전보건법 일부개정법률안,2020.7.20.,고용노동부,일자리,,,,
전기공사업법 일부개정법률안,2020.7.20.,산업통상자원부,성장동력,,,,
지방세법 일부개정법률안,2020.7.20.,행정안전부,행정,,,,
조세특례제한법 일부개정법률안,2020.7.20.,기획재정부,행정,,,,
의용소방대 설치 및 운영에 관한 법률 일부개정법률안,2020.7.20.,소방청,안전/환경,,,,
교통약자의 이동편의 증진법 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
의무소방대설치법 일부개정법률안,2020.7.20.,소방청,안전/환경,,,,
소방공무원 보건안전 및 복지 기본법 일부개정법률안,2020.7.20.,소방청,안전/환경,,,,
화학물질관리법 일부개정법률안,2020.7.20.,환경부,안전/환경,,,,
소득세법 일부개정법률안,2020.7.20.,기획재정부,행정,,,,
전기사업법 일부개정법률안,2020.7.20.,산업통상자원부,성장동력,,,,
도시공원 및 녹지 등에 관한 법률 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
공직선거법 일부개정법률안,2020.7.20.,중앙선거관리위원회,정치개혁,,,,
물가안정에 관한 법률 일부개정법률안,2020.7.20.,기획재정부,행정,,,,
지방세특례제한법 일부개정법률안,2020.7.20.,행정안전부,행정,,,,
공유부동산의 분할에 관한 특례법안,2020.7.20.,법무부,정치개혁,,,,
공중화장실 등에 관한 법률 일부개정법률안,2020.7.20.,행정안전부,행정,,,,
국회법 일부개정법률안,2020.7.20.,법제처,정치개혁,,,,
자동차관리법 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.20.,법무부,정치개혁,,,,
특허법 일부개정법률안,2020.7.20.,특허청,기타,,,,
디자인보호법 일부개정법률안,2020.7.20.,특허청,기타,,,,
철도안전법 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
공직선거법 일부개정법률안,2020.7.20.,중앙선거관리위원회,정치개혁,,,,
도시재생 활성화 및 지원에 관한 특별법 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
전자정부법 일부개정법률안,2020.7.20.,행정안전부,행정,,,,
자율방범대 설치 및 지원에 관한 법률안,2020.7.20.,경찰청,행정,,,,
중소기업기본법 일부개정법률안,2020.7.20.,중소벤처기업부,일자리,,,,
개발이익 환수에 관한 법률 일부개정법률안,2020.7.20.,국토교통부,교통/건축/국토,,,,
각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,2020.7.20.,법제처,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.20.,기획재정부,행정,,,,
자연공원법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
건설폐기물의 재활용촉진에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
소음·진동관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
소방기본법 일부개정법률안,2020.7.17.,소방청,안전/환경,,,,
국민투표법 전부개정법률안,2020.7.17.,중앙선거관리위원회,정치개혁,,,,
아동복지법 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
민간임대주택에 관한 특별법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
아동복지법 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
119구조·구급에 관한 법률 일부개정법률안,2020.7.17.,소방청,안전/환경,,,,
국민연금법 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
담배의 유해성 관리에 관한 법률안,2020.7.17.,식품의약품안전처,안전/환경,,,,
공직선거법 일부개정법률안,2020.7.17.,중앙선거관리위원회,정치개혁,,,,
액화석유가스의 안전관리 및 사업법 일부개정법률안,2020.7.17.,산업통상자원부,성장동력,,,,
폐기물관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
국민체육진흥법 일부개정법률안,2020.7.17.,문화체육관광부,문화/예술/체육/언론,,,,
공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
법인세법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
취업 후 학자금 상환 특별법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
조세특례제한법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
식품위생법 일부개정법률안,2020.7.17.,식품의약품안전처,안전/환경,,,,
보험업법 일부개정법률안,2020.7.17.,금융위원회,경제민주화,,,,
도로교통법 일부개정법률안,2020.7.17.,경찰청,행정,,,,
국회입법조사처법 일부개정법률안,2020.7.17.,법제처,정치개혁,,,,
식품위생법 일부개정법률안,2020.7.17.,식품의약품안전처,안전/환경,,,,
국회법 일부개정법률안,2020.7.17.,법제처,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
지방세특례제한법 일부개정법률안,2020.7.17.,행정안전부,행정,,,,
아동복지법 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
점자법 일부개정법률안,2020.7.17.,문화체육관광부,문화/예술/체육/언론,,,,
산업교육진흥 및 산학연협력촉진에 관한 법률 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2020.7.17.,고용노동부,일자리,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
사립학교법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
부동산투자회사법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
환경분야 시험·검사 등에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
법령 등 공포에 관한 법률 일부개정법률안,2020.7.17.,행정안전부,행정,,,,
취업 후 학자금 상환 특별법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
민법 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
환경기술 및 환경산업 지원법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
한국장학재단 설립 등에 관한 법률 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
교육기본법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
초·중등교육법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
도로교통법 일부개정법률안,2020.7.17.,경찰청,행정,,,,
개별소비세법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
공동주택관리법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
전기·전자제품 및 자동차의 자원순환에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,2020.7.17.,산업통상자원부,성장동력,,,,
학교체육 진흥법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
자원의 절약과 재활용촉진에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
한국전통문화대학교 설치법 일부개정법률안,2020.7.17.,문화재청,문화/예술/체육/언론,,,,
토양환경보전법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
국민의 형사재판 참여에 관한 법률 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
먹는물관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
환경정책기본법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
전기·전자제품 및 자동차의 자원순환에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
석면안전관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
소송촉진 등에 관한 특례법 일부개정법률안,2020.7.17.,법무부,정치개혁,,,,
취업 후 학자금 상환 특별법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
지하수법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
한국마사회법 일부개정법률안,2020.7.17.,농림축산식품부,농산어촌,,,,
환경오염시설의 통합관리에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
화물자동차 운수사업법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
폐기물의 국가 간 이동 및 그 처리에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
조세특례제한법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
물환경보전법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
공직자윤리법 일부개정법률안,2020.7.17.,인사혁신처,행정,,,,
하수도법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
먹는물관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
하수도법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
근로기준법 일부개정법률안,2020.7.17.,고용노동부,일자리,,,,
잔류성오염물질 관리법 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
국경일에 관한 법률 일부개정법률안,2020.7.17.,행정안전부,행정,,,,
관세법 일부개정법률안,2020.7.17.,기획재정부,행정,,,,
사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
새마을금고법 일부개정법률안,2020.7.17.,행정안전부,행정,,,,
아동복지법 일부개정법률안,2020.7.17.,보건복지부,보건복지,,,,
초·중등교육법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
신용협동조합법 일부개정법률안,2020.7.17.,금융위원회,경제민주화,,,,
고등교육법 일부개정법률안,2020.7.17.,교육부,육아/교육,,,,
물의 재이용 촉진 및 지원에 관한 법률 일부개정법률안,2020.7.17.,환경부,안전/환경,,,,
대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,2020.7.17.,공정거래위원회,성장동력,,,,
신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
장애인고용촉진 및 직업재활법 일부개정법률안,2020.7.17.,고용노동부,일자리,,,,
이러닝(전자학습)산업 발전 및 이러닝 활용 촉진에 관한 법률 일부개정법률안,2020.7.17.,산업통상자원부,성장동력,,,,
유료도로법 일부개정법률안,2020.7.17.,국토교통부,교통/건축/국토,,,,
근로기준법 일부개정법률안,2020.7.16.,고용노동부,일자리,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.16.,법무부,정치개혁,,,,
아동복지법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
지방세법 일부개정법률안,2020.7.16.,행정안전부,행정,,,,
관광진흥법 일부개정법률안,2020.7.16.,문화체육관광부,문화/예술/체육/언론,,,,
도시공원 및 녹지 등에 관한 법률 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
학교민주시민교육법안,2020.7.16.,교육부,육아/교육,,,,
한국환경공단법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
항공·철도 사고조사에 관한 법률 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
환경정책기본법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
대기환경보전법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
하천법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
국민체육진흥법 일부개정법률안,2020.7.16.,문화체육관광부,문화/예술/체육/언론,,,,
구강보건법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
지방세특례제한법 일부개정법률안,2020.7.16.,행정안전부,행정,,,,
물환경보전법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
교통시설특별회계법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
자연환경보전법 일부개정법률안,2020.7.16.,환경부,안전/환경,,,,
국토의 계획 및 이용에 관한 법률 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안,2020.7.16.,행정안전부,행정,,,,
가족관계의 등록 등에 관한 법률 일부개정법률안,2020.7.16.,법무부,정치개혁,,,,
영유아보육법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
부동산투자회사법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
국민건강증진법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
국민체육진흥법 일부개정법률안,2020.7.16.,문화체육관광부,문화/예술/체육/언론,,,,
조세특례제한법 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
응급의료에 관한 법률 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
보건의료기본법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안,2020.7.16.,금융위원회,경제민주화,,,,
부정경쟁방지 및 영업비밀보호에 관한 법률 일부개정법률안,2020.7.16.,특허청,기타,,,,
국민건강증진법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
주택법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
국민건강보험법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
의료기기법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
특수임무유공자 예우 및 단체설립에 관한 법률 일부개정법률안,2020.7.16.,국가보훈처,보건복지,,,,
의료법 일부개정법률안,2020.7.16.,보건복지부,보건복지,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2020.7.16.,고용노동부,일자리,,,,
경륜·경정법 일부개정법률안,2020.7.16.,문화체육관광부,문화/예술/체육/언론,,,,
공무원 인재개발법 일부개정법률안,2020.7.16.,인사혁신처,행정,,,,
근로기준법 일부개정법률안,2020.7.16.,고용노동부,일자리,,,,
병역법 일부개정법률안,2020.7.16.,병무청,외교/통일/국방,,,,
이자제한법 일부개정법률안,2020.7.16.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
신용정보의 이용 및 보호에 관한 법률 일부개정법률안,2020.7.16.,금융위원회,경제민주화,,,,
부가가치세법 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
종합부동산세법 일부개정법률안,2020.7.16.,기획재정부,행정,,,,
도시 및 주거환경정비법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
민법 일부개정법률안,2020.7.16.,법무부,정치개혁,,,,
신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안,2020.7.16.,국토교통부,교통/건축/국토,,,,
근로자참여 및 협력증진에 관한 법률 일부개정법률안,2020.7.16.,고용노동부,일자리,,,,
산업재해보상보험법 일부개정법률안,2020.7.16.,고용노동부,일자리,,,,
5·18민주유공자예우에 관한 법률 일부개정법률안,2020.7.15.,국가보훈처,보건복지,,,,
새만금사업 추진 및 지원에 관한 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
여객자동차 운수사업법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
국가재정법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
이자제한법 일부개정법률안,2020.7.15.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
서민의 금융생활 지원에 관한 법률 일부개정법률안,2020.7.15.,금융위원회,경제민주화,,,,
조세특례제한법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
