CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
입양특례법 일부개정법률안,2021.7.6.,보건복지부,보건복지,,,,
공공자가주택 공급을 위한 특별법안,2021.7.6.,국토교통부,교통/건축/국토,,,,
자원의 절약과 재활용촉진에 관한 법률 일부개정법률안,2021.7.6.,환경부,안전/환경,,,,
신용협동조합법 일부개정법률안,2021.7.6.,금융위원회,경제민주화,,,,
개인정보 보호법 일부개정법률안,2021.7.6.,개인정보보호위원회,인권/성평등,,,,
전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안,2021.7.6.,공정거래위원회,성장동력,,,,
근로기준법 일부개정법률안,2021.7.6.,고용노동부,일자리,,,,
근로기준법 일부개정법률안,2021.7.6.,고용노동부,일자리,,,,
공공주택 특별법 일부개정법률안,2021.7.6.,국토교통부,교통/건축/국토,,,,
지방세특례제한법 일부개정법률안,2021.7.6.,행정안전부,행정,,,,
국유재산특례제한법 일부개정법률안,2021.7.6.,기획재정부,행정,,,,
지역사회통합돌봄법안,2021.7.6.,보건복지부,보건복지,,,,
국민연금법 일부개정법률안,2021.7.6.,보건복지부,보건복지,,,,
고용보험법 일부개정법률안,2021.7.6.,고용노동부,일자리,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2021.7.6.,법제처,정치개혁,,,,
국민건강보험법 일부개정법률안,2021.7.6.,보건복지부,보건복지,,,,
산업재해보상보험법 일부개정법률안,2021.7.6.,고용노동부,일자리,,,,
석면피해구제법 일부개정법률안,2021.7.6.,환경부,안전/환경,,,,
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 폐지법률안,2021.7.5.,고용노동부,일자리,,,,
임금채권보장법 일부개정법률안,2021.7.5.,고용노동부,일자리,,,,
노인장기요양보험법 일부개정법률안,2021.7.5.,보건복지부,보건복지,,,,
사회보험료의 부과 및 징수 등에 관한 법률안,2021.7.5.,기획재정부,행정,,,,
부담금관리 기본법 일부개정법률안,2021.7.5.,기획재정부,행정,,,,
약사법 일부개정법률안,2021.7.5.,식품의약품안전처,안전/환경,,,,
학교용지 확보 등에 관한 특례법 일부개정법률안,2021.7.5.,교육부,육아/교육,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2021.7.5.,고용노동부,일자리,,,,
해외진출기업의 국내복귀 지원에 관한 법률 일부개정법률안,2021.7.5.,산업통상자원부,성장동력,,,,
교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,2021.7.5.,교육부,육아/교육,,,,
도시개발법 일부개정법률안,2021.7.5.,국토교통부,교통/건축/국토,,,,
도시 및 주거환경정비법 일부개정법률안,2021.7.5.,국토교통부,교통/건축/국토,,,,
전기사업법 일부개정법률안,2021.7.5.,산업통상자원부,성장동력,,,,
지방자치법 일부개정법률안,2021.7.5.,행정안전부,행정,,,,
장애인·노인·임산부 등의 편의증진 보장에 관한 법률 일부개정법률안,2021.7.5.,보건복지부,보건복지,,,,
지방공기업법 일부개정법률안,2021.7.5.,행정안전부,행정,,,,
청소년 보호법 일부개정법률안,2021.7.5.,여성가족부,인권/성평등,,,,
공유재산 및 물품 관리법 일부개정법률안,2021.7.5.,행정안전부,행정,,,,
특정건축물 정리에 관한 특별조치법안,2021.7.5.,국토교통부,교통/건축/국토,,,,
공직선거법 일부개정법률안,2021.7.5.,중앙선거관리위원회,정치개혁,,,,
아동복지법 일부개정법률안,2021.7.5.,보건복지부,보건복지,,,,
"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안",2021.7.5.,소방청,안전/환경,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2021.7.5.,고용노동부,일자리,,,,
학교보건법 일부개정법률안,2021.7.5.,교육부,육아/교육,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2021.7.5.,고용노동부,일자리,,,,
고용정책 기본법 일부개정법률안,2021.7.5.,고용노동부,일자리,,,,
방송법 일부개정법률안,2021.7.5.,과학기술정보통신부,성장동력,,,,
국회법 일부개정법률안,2021.7.5.,법제처,정치개혁,,,,
국외소재문화유산의 보호 및 환수ㆍ활용에 관한 법률안,2021.7.5.,문화재청,문화/예술/체육/언론,,,,
문화재보호법 일부개정법률안,2021.7.5.,문화재청,문화/예술/체육/언론,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2021.7.5.,법제처,정치개혁,,,,
수산자원관리법 일부개정법률안,2021.7.5.,해양수산부,농산어촌,,,,
연안관리법 일부개정법률안,2021.7.2.,해양수산부,농산어촌,,,,
공직선거법 일부개정법률안,2021.7.2.,중앙선거관리위원회,정치개혁,,,,
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,2021.7.2.,국토교통부,교통/건축/국토,,,,
지방세특례제한법 일부개정법률안,2021.7.2.,행정안전부,행정,,,,
공직선거법 일부개정법률안,2021.7.2.,중앙선거관리위원회,정치개혁,,,,
지방세특례제한법 일부개정법률안,2021.7.2.,행정안전부,행정,,,,
군형법 일부개정법률안,2021.7.2.,국방부,외교/통일/국방,,,,
전기통신사업법 일부개정법률안,2021.7.2.,과학기술정보통신부,성장동력,,,,
정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2021.7.2.,국무조정실,행정,,,,
독점규제 및 공정거래에 관한 법률 일부개정법률안,2021.7.2.,공정거래위원회,성장동력,,,,
전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 일부개정법률안,2021.7.2.,금융위원회,경제민주화,,,,
국가재정법 일부개정법률안,2021.7.2.,기획재정부,행정,,,,
근로기준법 일부개정법률안,2021.7.2.,고용노동부,일자리,,,,
"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안",2021.7.2.,소방청,안전/환경,,,,
과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2021.7.2.,과학기술정보통신부,성장동력,,,,
위험물안전관리법 일부개정법률안,2021.7.2.,소방청,안전/환경,,,,
건축법 일부개정법률안,2021.7.2.,국토교통부,교통/건축/국토,,,,
학교폭력예방 및 대책에 관한 법률 일부개정법률안,2021.7.2.,교육부,육아/교육,,,,
영유아보육법 일부개정법률안,2021.7.2.,보건복지부,보건복지,,,,
산업안전보건법 일부개정법률안,2021.7.2.,고용노동부,일자리,,,,
물류시설의 개발 및 운영에 관한 법률 일부개정법률안,2021.7.2.,국토교통부,교통/건축/국토,,,,
경력단절여성등의 경제활동 촉진법 일부개정법률안,2021.7.2.,여성가족부,인권/성평등,,,,
통일교육 지원법 일부개정법률안,2021.7.2.,통일부,외교/통일/국방,,,,
수소경제 육성 및 수소 안전관리에 관한 법률 일부개정법률안,2021.7.1.,산업통상자원부,성장동력,,,,
동물보호법 일부개정법률안,2021.7.1.,농림축산식품부,농산어촌,,,,
공동주택관리법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
주차장법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
건설기술 진흥법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
도로교통법 일부개정법률안,2021.7.1.,경찰청,행정,,,,
사립학교법 일부개정법률안,2021.7.1.,교육부,육아/교육,,,,
국가재정법 일부개정법률안,2021.7.1.,기획재정부,행정,,,,
불공정거래 등 피해자 지원기금법안,2021.7.1.,공정거래위원회,성장동력,,,,
도시재생 활성화 및 지원에 관한 특별법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
농업·농촌 공익기능 증진 직접지불제도 운영에 관한 법률 일부개정법률안,2021.7.1.,농림축산식품부,농산어촌,,,,
민법 일부개정법률안,2021.7.1.,법무부,정치개혁,,,,
공간정보의 구축 및 관리 등에 관한 법률 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2021.7.1.,법무부,정치개혁,,,,
가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021.7.1.,법무부,정치개혁,,,,
국민건강증진법 일부개정법률안,2021.7.1.,보건복지부,보건복지,,,,
자동차관리법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
발전소주변지역 지원에 관한 법률 일부개정법률안,2021.7.1.,산업통상자원부,성장동력,,,,
인공지능 육성 및 신뢰 기반 조성 등에 관한 법률안,2021.7.1.,과학기술정보통신부,성장동력,,,,
화학물질관리법 일부개정법률안,2021.7.1.,환경부,안전/환경,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021.7.1.,법무부,정치개혁,,,,
마약류 관리에 관한 법률 일부개정법률안,2021.7.1.,식품의약품안전처,안전/환경,,,,
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021.7.1.,질병관리청,안전/환경,,,,
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021.7.1.,질병관리청,안전/환경,,,,
교육공무원법 일부개정법률안,2021.7.1.,교육부,육아/교육,,,,
고등교육법 일부개정법률안,2021.7.1.,교육부,육아/교육,,,,
전통시장 및 상점가 육성을 위한 특별법 일부개정법률안,2021.7.1.,중소벤처기업부,일자리,,,,
개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
농어촌정비법 일부개정법률안,2021.7.1.,농림축산식품부,농산어촌,,,,
송ㆍ변전설비 주변지역의 보상 및 지원에 관한 법률 일부개정법률안,2021.7.1.,산업통상자원부,성장동력,,,,
지방자치법 일부개정법률안,2021.7.1.,행정안전부,행정,,,,
통상조약의 체결절차 및 이행에 관한 법률 일부개정법률안,2021.7.1.,산업통상자원부,성장동력,,,,
정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2021.7.1.,국무조정실,행정,,,,
군사법원법 일부개정법률안,2021.7.1.,국방부,외교/통일/국방,,,,
새만금사업 추진 및 지원에 관한 특별법 일부개정법률안,2021.7.1.,국토교통부,교통/건축/국토,,,,
종자산업법 일부개정법률안,2021.7.1.,농림축산식품부,농산어촌,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021.7.1.,법무부,정치개혁,,,,
소상공인 보호 및 지원에 관한 법률 일부개정법률안(대안),2021.6.30.,중소벤처기업부,일자리,,,,
국가교육위원회 설치 및 운영에 관한 법률안(대안),2021.6.30.,,#N/A,,,,
형사소송법 일부개정법률안,2021.6.30.,법무부,정치개혁,,,,
국가정보원법 일부개정법률안,2021.6.30.,국가정보원,정치개혁,,,,
국가정보원직원법 일부개정법률안,2021.6.30.,국가정보원,정치개혁,,,,
아동복지법 일부개정법률안,2021.6.30.,보건복지부,보건복지,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2021.6.30.,방송통신위원회,문화/예술/체육/언론,,,,
신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안,2021.6.30.,산업통상자원부,성장동력,,,,
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,2021.6.30.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2021.6.30.,기획재정부,행정,,,,
개발이익 환수에 관한 법률 일부개정법률안,2021.6.30.,국토교통부,교통/건축/국토,,,,
대기환경보전법 일부개정법률안,2021.6.30.,환경부,안전/환경,,,,
근로기준법 일부개정법률안,2021.6.30.,고용노동부,일자리,,,,
실내공기질 관리법 일부개정법률안,2021.6.30.,환경부,안전/환경,,,,
자동차관리법 일부개정법률안,2021.6.30.,국토교통부,교통/건축/국토,,,,
학교보건법 일부개정법률안,2021.6.30.,교육부,육아/교육,,,,
친환경어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률안,2021.6.30.,해양수산부,농산어촌,,,,
친환경농어업 육성 및 유기식품 등의 관리·지원에 관한 법률 전부개정법률안,2021.6.30.,농림축산식품부,농산어촌,,,,
신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안,2021.6.30.,국토교통부,교통/건축/국토,,,,
매장문화재 보호 및 조사에 관한 법률 일부개정법률안,2021.6.30.,문화재청,문화/예술/체육/언론,,,,
부동산 거래신고 등에 관한 법률 일부개정법률안,2021.6.30.,국토교통부,교통/건축/국토,,,,
형사소송법 일부개정법률안,2021.6.30.,법무부,정치개혁,,,,
군인의 지위 및 복무에 관한 기본법 일부개정법률안,2021.6.30.,국방부,외교/통일/국방,,,,
대한소방공제회법 일부개정법률안,2021.6.30.,소방청,안전/환경,,,,
장애인고용촉진 및 직업재활법 일부개정법률안,2021.6.30.,고용노동부,일자리,,,,
대한적십자사 조직법 일부개정법률안,2021.6.30.,보건복지부,보건복지,,,,
국가재정법 일부개정법률안,2021.6.30.,기획재정부,행정,,,,
변호사법 일부개정법률안,2021.6.30.,법무부,정치개혁,,,,
대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2021.6.30.,중소벤처기업부,일자리,,,,
특별검사의 임명 등에 관한 법률 일부개정법률안,2021.6.30.,법무부,정치개혁,,,,
국가재정법 일부개정법률안,2021.6.30.,기획재정부,행정,,,,
기본자산에 관한 법률안,2021.6.30.,기획재정부,행정,,,,
